Concurso,Data,D/SEMAN,1º PRÊMIO,S 1º,MC 1º,MC P/I 1º,P/I 1º,D 1º,D P/I 1º,GP 1º,GP P/I 1º,BICHO 1º,2º PRÊMIO,S 2º,MC 2º,MC P/I 2º,P/I 2º,D 2º,D P/I 2º,GP 2º,GP P/I 2º,BICHO 2º,3º PRÊMIO,S 3º,MC 3º,MC P/I 3º,P/I 3º,D 3º,D P/I 3º,GP 3º,GP P/I 3º,BICHO 3º,4º PRÊMIO,S 4º,MC 4º,MC P/I 4º,P/I 4º,D 4º,D P/I 4º,GP 4º,GP P/I 4º,BICHO 4º,5º PRÊMIO,S 5º,MC 5º,MC P/I 5º,P/I 5º,D 5º,D P/I 5º,GP 5º,GP P/I 5º,BICHO 5º
537,1968-02-03,sábado,8249,"[8,2,4,9]",82,"[P,P]","[P,P,P,I]",49,"[P,I]",13,IMPAR,GALO,8095,"[8,0,9,5]",80,"[P,P]","[P,P,I,I]",95,"[I,I]",24,PAR,VEADO,7376,"[7,3,7,6]",73,"[I,I]","[I,I,I,P]",76,"[I,P]",19,IMPAR,PAVÃO,47,"[0,0,4,7]",00,"[P,P]","[P,P,P,I]",47,"[P,I]",12,PAR,ELEFANTE,1347,"[1,3,4,7]",13,"[I,I]","[I,I,P,I]",47,"[P,I]",12,PAR,ELEFANTE
538,1968-02-07,quarta-feira,9930,"[9,9,3,0]",99,"[I,I]","[I,I,I,P]",30,"[I,P]",08,PAR,CAMELO,239,"[0,2,3,9]",02,"[P,P]","[P,P,I,I]",39,"[I,I]",10,PAR,COELHO,4839,"[4,8,3,9]",48,"[P,P]","[P,P,I,I]",39,"[I,I]",10,PAR,COELHO,4890,"[4,8,9,0]",48,"[P,P]","[P,P,I,P]",90,"[I,P]",23,IMPAR,URSO,9267,"[9,2,6,7]",92,"[I,P]","[I,P,P,I]",67,"[P,I]",17,IMPAR,MACACO
539,1968-02-10,sábado,6226,"[6,2,2,6]",62,"[P,P]","[P,P,P,P]",26,"[P,P]",07,IMPAR,CARNEIRO,3200,"[3,2,0,0]",32,"[I,P]","[I,P,P,P]",00,"[P,P]",00,PAR,VACA,936,"[0,9,3,6]",09,"[P,I]","[P,I,I,P]",36,"[I,P]",09,IMPAR,COBRA,2859,"[2,8,5,9]",28,"[P,P]","[P,P,I,I]",59,"[I,I]",15,IMPAR,JACARÉ,4531,"[4,5,3,1]",45,"[P,I]","[P,I,I,I]",31,"[I,I]",08,PAR,CAMELO
540,1968-02-14,quarta-feira,7681,"[7,6,8,1]",76,"[I,P]","[I,P,P,I]",81,"[P,I]",21,IMPAR,TOURO,3466,"[3,4,6,6]",34,"[I,P]","[I,P,P,P]",66,"[P,P]",17,IMPAR,MACACO,8648,"[8,6,4,8]",86,"[P,P]","[P,P,P,P]",48,"[P,P]",12,PAR,ELEFANTE,4433,"[4,4,3,3]",44,"[P,P]","[P,P,I,I]",33,"[I,I]",09,IMPAR,COBRA,4035,"[4,0,3,5]",40,"[P,P]","[P,P,I,I]",35,"[I,I]",09,IMPAR,COBRA
541,1968-02-17,sábado,5819,"[5,8,1,9]",58,"[I,P]","[I,P,I,I]",19,"[I,I]",05,IMPAR,CACHORRO,987,"[0,9,8,7]",09,"[P,I]","[P,I,P,I]",87,"[P,I]",22,PAR,TIGRE,1840,"[1,8,4,0]",18,"[I,P]","[I,P,P,P]",40,"[P,P]",10,PAR,COELHO,4211,"[4,2,1,1]",42,"[P,P]","[P,P,I,I]",11,"[I,I]",03,IMPAR,BURRO,8693,"[8,6,9,3]",86,"[P,P]","[P,P,I,I]",93,"[I,I]",24,PAR,VEADO
542,1968-02-21,quarta-feira,8165,"[8,1,6,5]",81,"[P,I]","[P,I,P,I]",65,"[P,I]",17,IMPAR,MACACO,3740,"[3,7,4,0]",37,"[I,I]","[I,I,P,P]",40,"[P,P]",10,PAR,COELHO,4926,"[4,9,2,6]",49,"[P,I]","[P,I,P,P]",26,"[P,P]",07,IMPAR,CARNEIRO,5954,"[5,9,5,4]",59,"[I,I]","[I,I,I,P]",54,"[I,P]",14,PAR,GATO,7672,"[7,6,7,2]",76,"[I,P]","[I,P,I,P]",72,"[I,P]",18,PAR,PORCO
543,1968-02-24,sábado,7629,"[7,6,2,9]",76,"[I,P]","[I,P,P,I]",29,"[P,I]",08,PAR,CAMELO,6685,"[6,6,8,5]",66,"[P,P]","[P,P,P,I]",85,"[P,I]",22,PAR,TIGRE,7417,"[7,4,1,7]",74,"[I,P]","[I,P,I,I]",17,"[I,I]",05,IMPAR,CACHORRO,9317,"[9,3,1,7]",93,"[I,I]","[I,I,I,I]",17,"[I,I]",05,IMPAR,CACHORRO,8245,"[8,2,4,5]",82,"[P,P]","[P,P,P,I]",45,"[P,I]",12,PAR,ELEFANTE
544,1968-03-02,sábado,4328,"[4,3,2,8]",43,"[P,I]","[P,I,P,P]",28,"[P,P]",07,IMPAR,CARNEIRO,9063,"[9,0,6,3]",90,"[I,P]","[I,P,P,I]",63,"[P,I]",16,PAR,LEÃO,7904,"[7,9,0,4]",79,"[I,I]","[I,I,P,P]",04,"[P,P]",01,IMPAR,AVESTRUZ,6312,"[6,3,1,2]",63,"[P,I]","[P,I,I,P]",12,"[I,P]",03,IMPAR,BURRO,6909,"[6,9,0,9]",69,"[P,I]","[P,I,P,I]",09,"[P,I]",03,IMPAR,BURRO
545,1968-03-06,quarta-feira,3370,"[3,3,7,0]",33,"[I,I]","[I,I,I,P]",70,"[I,P]",18,PAR,PORCO,1361,"[1,3,6,1]",13,"[I,I]","[I,I,P,I]",61,"[P,I]",16,PAR,LEÃO,4609,"[4,6,0,9]",46,"[P,P]","[P,P,P,I]",09,"[P,I]",03,IMPAR,BURRO,4422,"[4,4,2,2]",44,"[P,P]","[P,P,P,P]",22,"[P,P]",06,PAR,CABRA,8197,"[8,1,9,7]",81,"[P,I]","[P,I,I,I]",97,"[I,I]",25,IMPAR,VACA
546,1968-03-09,sábado,501,"[0,5,0,1]",05,"[P,I]","[P,I,P,I]",01,"[P,I]",01,IMPAR,AVESTRUZ,2819,"[2,8,1,9]",28,"[P,P]","[P,P,I,I]",19,"[I,I]",05,IMPAR,CACHORRO,2232,"[2,2,3,2]",22,"[P,P]","[P,P,I,P]",32,"[I,P]",08,PAR,CAMELO,6246,"[6,2,4,6]",62,"[P,P]","[P,P,P,P]",46,"[P,P]",12,PAR,ELEFANTE,918,"[0,9,1,8]",09,"[P,I]","[P,I,I,P]",18,"[I,P]",05,IMPAR,CACHORRO
547,1968-03-13,quarta-feira,6426,"[6,4,2,6]",64,"[P,P]","[P,P,P,P]",26,"[P,P]",07,IMPAR,CARNEIRO,4370,"[4,3,7,0]",43,"[P,I]","[P,I,I,P]",70,"[I,P]",18,PAR,PORCO,2695,"[2,6,9,5]",26,"[P,P]","[P,P,I,I]",95,"[I,I]",24,PAR,VEADO,6633,"[6,6,3,3]",66,"[P,P]","[P,P,I,I]",33,"[I,I]",09,IMPAR,COBRA,8444,"[8,4,4,4]",84,"[P,P]","[P,P,P,P]",44,"[P,P]",11,IMPAR,CAVALO
548,1968-03-16,sábado,3660,"[3,6,6,0]",36,"[I,P]","[I,P,P,P]",60,"[P,P]",15,IMPAR,JACARÉ,6476,"[6,4,7,6]",64,"[P,P]","[P,P,I,P]",76,"[I,P]",19,IMPAR,PAVÃO,8841,"[8,8,4,1]",88,"[P,P]","[P,P,P,I]",41,"[P,I]",11,IMPAR,CAVALO,1593,"[1,5,9,3]",15,"[I,I]","[I,I,I,I]",93,"[I,I]",24,PAR,VEADO,7063,"[7,0,6,3]",70,"[I,P]","[I,P,P,I]",63,"[P,I]",16,PAR,LEÃO
549,1968-03-20,quarta-feira,4613,"[4,6,1,3]",46,"[P,P]","[P,P,I,I]",13,"[I,I]",04,PAR,BORBOLETA,9065,"[9,0,6,5]",90,"[I,P]","[I,P,P,I]",65,"[P,I]",17,IMPAR,MACACO,6992,"[6,9,9,2]",69,"[P,I]","[P,I,I,P]",92,"[I,P]",23,IMPAR,URSO,1578,"[1,5,7,8]",15,"[I,I]","[I,I,I,P]",78,"[I,P]",20,PAR,PERU,7441,"[7,4,4,1]",74,"[I,P]","[I,P,P,I]",41,"[P,I]",11,IMPAR,CAVALO
550,1968-03-23,sábado,8390,"[8,3,9,0]",83,"[P,I]","[P,I,I,P]",90,"[I,P]",23,IMPAR,URSO,1630,"[1,6,3,0]",16,"[I,P]","[I,P,I,P]",30,"[I,P]",08,PAR,CAMELO,2127,"[2,1,2,7]",21,"[P,I]","[P,I,P,I]",27,"[P,I]",07,IMPAR,CARNEIRO,1543,"[1,5,4,3]",15,"[I,I]","[I,I,P,I]",43,"[P,I]",11,IMPAR,CAVALO,6906,"[6,9,0,6]",69,"[P,I]","[P,I,P,P]",06,"[P,P]",02,PAR,ÁGUIA
551,1968-03-27,quarta-feira,8586,"[8,5,8,6]",85,"[P,I]","[P,I,P,P]",86,"[P,P]",22,PAR,TIGRE,3008,"[3,0,0,8]",30,"[I,P]","[I,P,P,P]",08,"[P,P]",02,PAR,ÁGUIA,3305,"[3,3,0,5]",33,"[I,I]","[I,I,P,I]",05,"[P,I]",02,PAR,ÁGUIA,853,"[0,8,5,3]",08,"[P,P]","[P,P,I,I]",53,"[I,I]",14,PAR,GATO,9322,"[9,3,2,2]",93,"[I,I]","[I,I,P,P]",22,"[P,P]",06,PAR,CABRA
552,1968-03-30,sábado,8425,"[8,4,2,5]",84,"[P,P]","[P,P,P,I]",25,"[P,I]",07,IMPAR,CARNEIRO,7008,"[7,0,0,8]",70,"[I,P]","[I,P,P,P]",08,"[P,P]",02,PAR,ÁGUIA,952,"[0,9,5,2]",09,"[P,I]","[P,I,I,P]",52,"[I,P]",13,IMPAR,GALO,896,"[0,8,9,6]",08,"[P,P]","[P,P,I,P]",96,"[I,P]",24,PAR,VEADO,3181,"[3,1,8,1]",31,"[I,I]","[I,I,P,I]",81,"[P,I]",21,IMPAR,TOURO
553,1968-04-03,quarta-feira,220,"[0,2,2,0]",02,"[P,P]","[P,P,P,P]",20,"[P,P]",05,IMPAR,CACHORRO,9689,"[9,6,8,9]",96,"[I,P]","[I,P,P,I]",89,"[P,I]",23,IMPAR,URSO,60,"[0,0,6,0]",00,"[P,P]","[P,P,P,P]",60,"[P,P]",15,IMPAR,JACARÉ,9754,"[9,7,5,4]",97,"[I,I]","[I,I,I,P]",54,"[I,P]",14,PAR,GATO,6485,"[6,4,8,5]",64,"[P,P]","[P,P,P,I]",85,"[P,I]",22,PAR,TIGRE
554,1968-04-06,sábado,6712,"[6,7,1,2]",67,"[P,I]","[P,I,I,P]",12,"[I,P]",03,IMPAR,BURRO,762,"[0,7,6,2]",07,"[P,I]","[P,I,P,P]",62,"[P,P]",16,PAR,LEÃO,5551,"[5,5,5,1]",55,"[I,I]","[I,I,I,I]",51,"[I,I]",13,IMPAR,GALO,5025,"[5,0,2,5]",50,"[I,P]","[I,P,P,I]",25,"[P,I]",07,IMPAR,CARNEIRO,695,"[0,6,9,5]",06,"[P,P]","[P,P,I,I]",95,"[I,I]",24,PAR,VEADO
555,1968-04-10,quarta-feira,4733,"[4,7,3,3]",47,"[P,I]","[P,I,I,I]",33,"[I,I]",09,IMPAR,COBRA,9654,"[9,6,5,4]",96,"[I,P]","[I,P,I,P]",54,"[I,P]",14,PAR,GATO,9951,"[9,9,5,1]",99,"[I,I]","[I,I,I,I]",51,"[I,I]",13,IMPAR,GALO,5839,"[5,8,3,9]",58,"[I,P]","[I,P,I,I]",39,"[I,I]",10,PAR,COELHO,6622,"[6,6,2,2]",66,"[P,P]","[P,P,P,P]",22,"[P,P]",06,PAR,CABRA
556,1968-04-13,sábado,1527,"[1,5,2,7]",15,"[I,I]","[I,I,P,I]",27,"[P,I]",07,IMPAR,CARNEIRO,3770,"[3,7,7,0]",37,"[I,I]","[I,I,I,P]",70,"[I,P]",18,PAR,PORCO,162,"[0,1,6,2]",01,"[P,I]","[P,I,P,P]",62,"[P,P]",16,PAR,LEÃO,4280,"[4,2,8,0]",42,"[P,P]","[P,P,P,P]",80,"[P,P]",20,PAR,PERU,6943,"[6,9,4,3]",69,"[P,I]","[P,I,P,I]",43,"[P,I]",11,IMPAR,CAVALO
557,1968-04-17,quarta-feira,1853,"[1,8,5,3]",18,"[I,P]","[I,P,I,I]",53,"[I,I]",14,PAR,GATO,8689,"[8,6,8,9]",86,"[P,P]","[P,P,P,I]",89,"[P,I]",23,IMPAR,URSO,4419,"[4,4,1,9]",44,"[P,P]","[P,P,I,I]",19,"[I,I]",05,IMPAR,CACHORRO,5079,"[5,0,7,9]",50,"[I,P]","[I,P,I,I]",79,"[I,I]",20,PAR,PERU,160,"[0,1,6,0]",01,"[P,I]","[P,I,P,P]",60,"[P,P]",15,IMPAR,JACARÉ
558,1968-04-20,sábado,2176,"[2,1,7,6]",21,"[P,I]","[P,I,I,P]",76,"[I,P]",19,IMPAR,PAVÃO,3965,"[3,9,6,5]",39,"[I,I]","[I,I,P,I]",65,"[P,I]",17,IMPAR,MACACO,802,"[0,8,0,2]",08,"[P,P]","[P,P,P,P]",02,"[P,P]",01,IMPAR,AVESTRUZ,6438,"[6,4,3,8]",64,"[P,P]","[P,P,I,P]",38,"[I,P]",10,PAR,COELHO,8141,"[8,1,4,1]",81,"[P,I]","[P,I,P,I]",41,"[P,I]",11,IMPAR,CAVALO
559,1968-04-24,quarta-feira,2152,"[2,1,5,2]",21,"[P,I]","[P,I,I,P]",52,"[I,P]",13,IMPAR,GALO,2324,"[2,3,2,4]",23,"[P,I]","[P,I,P,P]",24,"[P,P]",06,PAR,CABRA,5728,"[5,7,2,8]",57,"[I,I]","[I,I,P,P]",28,"[P,P]",07,IMPAR,CARNEIRO,3440,"[3,4,4,0]",34,"[I,P]","[I,P,P,P]",40,"[P,P]",10,PAR,COELHO,2554,"[2,5,5,4]",25,"[P,I]","[P,I,I,P]",54,"[I,P]",14,PAR,GATO
560,1968-04-27,sábado,6096,"[6,0,9,6]",60,"[P,P]","[P,P,I,P]",96,"[I,P]",24,PAR,VEADO,3787,"[3,7,8,7]",37,"[I,I]","[I,I,P,I]",87,"[P,I]",22,PAR,TIGRE,260,"[0,2,6,0]",02,"[P,P]","[P,P,P,P]",60,"[P,P]",15,IMPAR,JACARÉ,4093,"[4,0,9,3]",40,"[P,P]","[P,P,I,I]",93,"[I,I]",24,PAR,VEADO,4766,"[4,7,6,6]",47,"[P,I]","[P,I,P,P]",66,"[P,P]",17,IMPAR,MACACO
561,1968-05-04,sábado,5640,"[5,6,4,0]",56,"[I,P]","[I,P,P,P]",40,"[P,P]",10,PAR,COELHO,3283,"[3,2,8,3]",32,"[I,P]","[I,P,P,I]",83,"[P,I]",21,IMPAR,TOURO,5825,"[5,8,2,5]",58,"[I,P]","[I,P,P,I]",25,"[P,I]",07,IMPAR,CARNEIRO,6869,"[6,8,6,9]",68,"[P,P]","[P,P,P,I]",69,"[P,I]",18,PAR,PORCO,5957,"[5,9,5,7]",59,"[I,I]","[I,I,I,I]",57,"[I,I]",15,IMPAR,JACARÉ
562,1968-05-08,quarta-feira,8550,"[8,5,5,0]",85,"[P,I]","[P,I,I,P]",50,"[I,P]",13,IMPAR,GALO,6025,"[6,0,2,5]",60,"[P,P]","[P,P,P,I]",25,"[P,I]",07,IMPAR,CARNEIRO,1597,"[1,5,9,7]",15,"[I,I]","[I,I,I,I]",97,"[I,I]",25,IMPAR,VACA,2514,"[2,5,1,4]",25,"[P,I]","[P,I,I,P]",14,"[I,P]",04,PAR,BORBOLETA,8766,"[8,7,6,6]",87,"[P,I]","[P,I,P,P]",66,"[P,P]",17,IMPAR,MACACO
563,1968-05-11,sábado,54,"[0,0,5,4]",00,"[P,P]","[P,P,I,P]",54,"[I,P]",14,PAR,GATO,5988,"[5,9,8,8]",59,"[I,I]","[I,I,P,P]",88,"[P,P]",22,PAR,TIGRE,8027,"[8,0,2,7]",80,"[P,P]","[P,P,P,I]",27,"[P,I]",07,IMPAR,CARNEIRO,2519,"[2,5,1,9]",25,"[P,I]","[P,I,I,I]",19,"[I,I]",05,IMPAR,CACHORRO,9920,"[9,9,2,0]",99,"[I,I]","[I,I,P,P]",20,"[P,P]",05,IMPAR,CACHORRO
564,1968-05-15,quarta-feira,7968,"[7,9,6,8]",79,"[I,I]","[I,I,P,P]",68,"[P,P]",17,IMPAR,MACACO,9814,"[9,8,1,4]",98,"[I,P]","[I,P,I,P]",14,"[I,P]",04,PAR,BORBOLETA,4624,"[4,6,2,4]",46,"[P,P]","[P,P,P,P]",24,"[P,P]",06,PAR,CABRA,578,"[0,5,7,8]",05,"[P,I]","[P,I,I,P]",78,"[I,P]",20,PAR,PERU,4774,"[4,7,7,4]",47,"[P,I]","[P,I,I,P]",74,"[I,P]",19,IMPAR,PAVÃO
565,1968-05-18,sábado,3424,"[3,4,2,4]",34,"[I,P]","[I,P,P,P]",24,"[P,P]",06,PAR,CABRA,2103,"[2,1,0,3]",21,"[P,I]","[P,I,P,I]",03,"[P,I]",01,IMPAR,AVESTRUZ,1245,"[1,2,4,5]",12,"[I,P]","[I,P,P,I]",45,"[P,I]",12,PAR,ELEFANTE,4539,"[4,5,3,9]",45,"[P,I]","[P,I,I,I]",39,"[I,I]",10,PAR,COELHO,4389,"[4,3,8,9]",43,"[P,I]","[P,I,P,I]",89,"[P,I]",23,IMPAR,URSO
566,1968-05-22,quarta-feira,2881,"[2,8,8,1]",28,"[P,P]","[P,P,P,I]",81,"[P,I]",21,IMPAR,TOURO,2843,"[2,8,4,3]",28,"[P,P]","[P,P,P,I]",43,"[P,I]",11,IMPAR,CAVALO,6944,"[6,9,4,4]",69,"[P,I]","[P,I,P,P]",44,"[P,P]",11,IMPAR,CAVALO,1956,"[1,9,5,6]",19,"[I,I]","[I,I,I,P]",56,"[I,P]",14,PAR,GATO,3903,"[3,9,0,3]",39,"[I,I]","[I,I,P,I]",03,"[P,I]",01,IMPAR,AVESTRUZ
567,1968-05-25,sábado,6784,"[6,7,8,4]",67,"[P,I]","[P,I,P,P]",84,"[P,P]",21,IMPAR,TOURO,2278,"[2,2,7,8]",22,"[P,P]","[P,P,I,P]",78,"[I,P]",20,PAR,PERU,3141,"[3,1,4,1]",31,"[I,I]","[I,I,P,I]",41,"[P,I]",11,IMPAR,CAVALO,71,"[0,0,7,1]",00,"[P,P]","[P,P,I,I]",71,"[I,I]",18,PAR,PORCO,2633,"[2,6,3,3]",26,"[P,P]","[P,P,I,I]",33,"[I,I]",09,IMPAR,COBRA
568,1968-05-29,quarta-feira,499,"[0,4,9,9]",04,"[P,P]","[P,P,I,I]",99,"[I,I]",25,IMPAR,VACA,1032,"[1,0,3,2]",10,"[I,P]","[I,P,I,P]",32,"[I,P]",08,PAR,CAMELO,4507,"[4,5,0,7]",45,"[P,I]","[P,I,P,I]",07,"[P,I]",02,PAR,ÁGUIA,8035,"[8,0,3,5]",80,"[P,P]","[P,P,I,I]",35,"[I,I]",09,IMPAR,COBRA,9113,"[9,1,1,3]",91,"[I,I]","[I,I,I,I]",13,"[I,I]",04,PAR,BORBOLETA
569,1968-06-01,sábado,9473,"[9,4,7,3]",94,"[I,P]","[I,P,I,I]",73,"[I,I]",19,IMPAR,PAVÃO,8183,"[8,1,8,3]",81,"[P,I]","[P,I,P,I]",83,"[P,I]",21,IMPAR,TOURO,7981,"[7,9,8,1]",79,"[I,I]","[I,I,P,I]",81,"[P,I]",21,IMPAR,TOURO,522,"[0,5,2,2]",05,"[P,I]","[P,I,P,P]",22,"[P,P]",06,PAR,CABRA,4917,"[4,9,1,7]",49,"[P,I]","[P,I,I,I]",17,"[I,I]",05,IMPAR,CACHORRO
570,1968-06-05,quarta-feira,2816,"[2,8,1,6]",28,"[P,P]","[P,P,I,P]",16,"[I,P]",04,PAR,BORBOLETA,9545,"[9,5,4,5]",95,"[I,I]","[I,I,P,I]",45,"[P,I]",12,PAR,ELEFANTE,3427,"[3,4,2,7]",34,"[I,P]","[I,P,P,I]",27,"[P,I]",07,IMPAR,CARNEIRO,4332,"[4,3,3,2]",43,"[P,I]","[P,I,I,P]",32,"[I,P]",08,PAR,CAMELO,1499,"[1,4,9,9]",14,"[I,P]","[I,P,I,I]",99,"[I,I]",25,IMPAR,VACA
571,1968-06-08,sábado,1850,"[1,8,5,0]",18,"[I,P]","[I,P,I,P]",50,"[I,P]",13,IMPAR,GALO,6887,"[6,8,8,7]",68,"[P,P]","[P,P,P,I]",87,"[P,I]",22,PAR,TIGRE,7684,"[7,6,8,4]",76,"[I,P]","[I,P,P,P]",84,"[P,P]",21,IMPAR,TOURO,5152,"[5,1,5,2]",51,"[I,I]","[I,I,I,P]",52,"[I,P]",13,IMPAR,GALO,331,"[0,3,3,1]",03,"[P,I]","[P,I,I,I]",31,"[I,I]",08,PAR,CAMELO
572,1968-06-12,quarta-feira,3672,"[3,6,7,2]",36,"[I,P]","[I,P,I,P]",72,"[I,P]",18,PAR,PORCO,2799,"[2,7,9,9]",27,"[P,I]","[P,I,I,I]",99,"[I,I]",25,IMPAR,VACA,1683,"[1,6,8,3]",16,"[I,P]","[I,P,P,I]",83,"[P,I]",21,IMPAR,TOURO,6703,"[6,7,0,3]",67,"[P,I]","[P,I,P,I]",03,"[P,I]",01,IMPAR,AVESTRUZ,1129,"[1,1,2,9]",11,"[I,I]","[I,I,P,I]",29,"[P,I]",08,PAR,CAMELO
573,1968-06-15,sábado,4504,"[4,5,0,4]",45,"[P,I]","[P,I,P,P]",04,"[P,P]",01,IMPAR,AVESTRUZ,817,"[0,8,1,7]",08,"[P,P]","[P,P,I,I]",17,"[I,I]",05,IMPAR,CACHORRO,2412,"[2,4,1,2]",24,"[P,P]","[P,P,I,P]",12,"[I,P]",03,IMPAR,BURRO,5385,"[5,3,8,5]",53,"[I,I]","[I,I,P,I]",85,"[P,I]",22,PAR,TIGRE,8004,"[8,0,0,4]",80,"[P,P]","[P,P,P,P]",04,"[P,P]",01,IMPAR,AVESTRUZ
574,1968-06-19,quarta-feira,6312,"[6,3,1,2]",63,"[P,I]","[P,I,I,P]",12,"[I,P]",03,IMPAR,BURRO,7174,"[7,1,7,4]",71,"[I,I]","[I,I,I,P]",74,"[I,P]",19,IMPAR,PAVÃO,842,"[0,8,4,2]",08,"[P,P]","[P,P,P,P]",42,"[P,P]",11,IMPAR,CAVALO,7389,"[7,3,8,9]",73,"[I,I]","[I,I,P,I]",89,"[P,I]",23,IMPAR,URSO,8950,"[8,9,5,0]",89,"[P,I]","[P,I,I,P]",50,"[I,P]",13,IMPAR,GALO
575,1968-06-22,sábado,3430,"[3,4,3,0]",34,"[I,P]","[I,P,I,P]",30,"[I,P]",08,PAR,CAMELO,2366,"[2,3,6,6]",23,"[P,I]","[P,I,P,P]",66,"[P,P]",17,IMPAR,MACACO,7325,"[7,3,2,5]",73,"[I,I]","[I,I,P,I]",25,"[P,I]",07,IMPAR,CARNEIRO,2390,"[2,3,9,0]",23,"[P,I]","[P,I,I,P]",90,"[I,P]",23,IMPAR,URSO,7378,"[7,3,7,8]",73,"[I,I]","[I,I,I,P]",78,"[I,P]",20,PAR,PERU
576,1968-06-26,quarta-feira,9519,"[9,5,1,9]",95,"[I,I]","[I,I,I,I]",19,"[I,I]",05,IMPAR,CACHORRO,8049,"[8,0,4,9]",80,"[P,P]","[P,P,P,I]",49,"[P,I]",13,IMPAR,GALO,4860,"[4,8,6,0]",48,"[P,P]","[P,P,P,P]",60,"[P,P]",15,IMPAR,JACARÉ,121,"[0,1,2,1]",01,"[P,I]","[P,I,P,I]",21,"[P,I]",06,PAR,CABRA,8302,"[8,3,0,2]",83,"[P,I]","[P,I,P,P]",02,"[P,P]",01,IMPAR,AVESTRUZ
577,1968-06-29,sábado,4820,"[4,8,2,0]",48,"[P,P]","[P,P,P,P]",20,"[P,P]",05,IMPAR,CACHORRO,8782,"[8,7,8,2]",87,"[P,I]","[P,I,P,P]",82,"[P,P]",21,IMPAR,TOURO,7340,"[7,3,4,0]",73,"[I,I]","[I,I,P,P]",40,"[P,P]",10,PAR,COELHO,8338,"[8,3,3,8]",83,"[P,I]","[P,I,I,P]",38,"[I,P]",10,PAR,COELHO,5578,"[5,5,7,8]",55,"[I,I]","[I,I,I,P]",78,"[I,P]",20,PAR,PERU
578,1968-07-03,quarta-feira,4261,"[4,2,6,1]",42,"[P,P]","[P,P,P,I]",61,"[P,I]",16,PAR,LEÃO,9131,"[9,1,3,1]",91,"[I,I]","[I,I,I,I]",31,"[I,I]",08,PAR,CAMELO,9604,"[9,6,0,4]",96,"[I,P]","[I,P,P,P]",04,"[P,P]",01,IMPAR,AVESTRUZ,6982,"[6,9,8,2]",69,"[P,I]","[P,I,P,P]",82,"[P,P]",21,IMPAR,TOURO,6665,"[6,6,6,5]",66,"[P,P]","[P,P,P,I]",65,"[P,I]",17,IMPAR,MACACO
579,1968-07-06,sábado,2650,"[2,6,5,0]",26,"[P,P]","[P,P,I,P]",50,"[I,P]",13,IMPAR,GALO,4542,"[4,5,4,2]",45,"[P,I]","[P,I,P,P]",42,"[P,P]",11,IMPAR,CAVALO,1556,"[1,5,5,6]",15,"[I,I]","[I,I,I,P]",56,"[I,P]",14,PAR,GATO,7807,"[7,8,0,7]",78,"[I,P]","[I,P,P,I]",07,"[P,I]",02,PAR,ÁGUIA,5318,"[5,3,1,8]",53,"[I,I]","[I,I,I,P]",18,"[I,P]",05,IMPAR,CACHORRO
580,1968-07-10,quarta-feira,4117,"[4,1,1,7]",41,"[P,I]","[P,I,I,I]",17,"[I,I]",05,IMPAR,CACHORRO,3905,"[3,9,0,5]",39,"[I,I]","[I,I,P,I]",05,"[P,I]",02,PAR,ÁGUIA,6573,"[6,5,7,3]",65,"[P,I]","[P,I,I,I]",73,"[I,I]",19,IMPAR,PAVÃO,551,"[0,5,5,1]",05,"[P,I]","[P,I,I,I]",51,"[I,I]",13,IMPAR,GALO,3644,"[3,6,4,4]",36,"[I,P]","[I,P,P,P]",44,"[P,P]",11,IMPAR,CAVALO
581,1968-07-13,sábado,3888,"[3,8,8,8]",38,"[I,P]","[I,P,P,P]",88,"[P,P]",22,PAR,TIGRE,9339,"[9,3,3,9]",93,"[I,I]","[I,I,I,I]",39,"[I,I]",10,PAR,COELHO,8160,"[8,1,6,0]",81,"[P,I]","[P,I,P,P]",60,"[P,P]",15,IMPAR,JACARÉ,6373,"[6,3,7,3]",63,"[P,I]","[P,I,I,I]",73,"[I,I]",19,IMPAR,PAVÃO,6866,"[6,8,6,6]",68,"[P,P]","[P,P,P,P]",66,"[P,P]",17,IMPAR,MACACO
582,1968-07-17,quarta-feira,4645,"[4,6,4,5]",46,"[P,P]","[P,P,P,I]",45,"[P,I]",12,PAR,ELEFANTE,8605,"[8,6,0,5]",86,"[P,P]","[P,P,P,I]",05,"[P,I]",02,PAR,ÁGUIA,3481,"[3,4,8,1]",34,"[I,P]","[I,P,P,I]",81,"[P,I]",21,IMPAR,TOURO,4268,"[4,2,6,8]",42,"[P,P]","[P,P,P,P]",68,"[P,P]",17,IMPAR,MACACO,4188,"[4,1,8,8]",41,"[P,I]","[P,I,P,P]",88,"[P,P]",22,PAR,TIGRE
583,1968-07-20,sábado,7320,"[7,3,2,0]",73,"[I,I]","[I,I,P,P]",20,"[P,P]",05,IMPAR,CACHORRO,3333,"[3,3,3,3]",33,"[I,I]","[I,I,I,I]",33,"[I,I]",09,IMPAR,COBRA,2734,"[2,7,3,4]",27,"[P,I]","[P,I,I,P]",34,"[I,P]",09,IMPAR,COBRA,2671,"[2,6,7,1]",26,"[P,P]","[P,P,I,I]",71,"[I,I]",18,PAR,PORCO,8928,"[8,9,2,8]",89,"[P,I]","[P,I,P,P]",28,"[P,P]",07,IMPAR,CARNEIRO
